earn_growth,earn_drop,value
0.0,-0.5,1324.9822293156283
0.00510204081632653,-0.5,1349.0125830517452
0.01020408163265306,-0.5,1373.3961570469032
0.015306122448979591,-0.5,1398.1364701115742
0.02040816326530612,-0.5,1423.2370586466593
0.02551020408163265,-0.5,1448.7014766434895
0.030612244897959183,-0.5,1474.5332956838245
0.03571428571428571,-0.5,1500.7361049398535
0.04081632653061224,-0.5,1527.3135111741904
0.04591836734693877,-0.5,1554.269138739883
0.0510204081632653,-0.5,1581.6066295804044
0.05612244897959183,-0.5,1609.3296432296581
0.061224489795918366,-0.5,1637.4418568119772
0.06632653061224489,-0.5,1665.9469650421197
0.07142857142857142,-0.5,1694.8486802252758
0.07653061224489795,-0.5,1724.1507322570635
0.08163265306122448,-0.5,1753.8568686235312
0.08673469387755102,-0.5,1783.9708544011512
0.09183673469387754,-0.5,1814.4964722568297
0.09693877551020408,-0.5,1845.4375224478986
0.1020408163265306,-0.5,1876.7978228221207
0.10714285714285714,-0.5,1908.5812088176872
0.11224489795918366,-0.5,1940.791533463214
0.1173469387755102,-0.5,1973.4326673777516
0.12244897959183673,-0.5,2006.5084987707753
0.12755102040816327,-0.5,2040.0229334421929
0.13265306122448978,-0.5,2073.979894782335
0.1377551020408163,-0.5,2108.3833237719664
0.14285714285714285,-0.5,2143.2371789822773
0.14795918367346939,-0.5,2178.545436574892
0.1530612244897959,-0.5,2214.3120903018544
0.15816326530612243,-0.5,2250.541151505644
0.16326530612244897,-0.5,2287.236649119168
0.1683673469387755,-0.5,2324.402629665762
0.17346938775510204,-0.5,2362.043157259191
0.17857142857142855,-0.5,2400.162313603645
0.18367346938775508,-0.5,2438.764197993746
0.18877551020408162,-0.5,2477.8529273145455
0.19387755102040816,-0.5,2517.432636041521
0.19897959183673466,-0.5,2557.5074762405843
0.2040816326530612,-0.5,2598.081617568066
0.20918367346938774,-0.5,2639.159247270735
0.21428571428571427,-0.5,2680.7445701857832
0.2193877551020408,-0.5,2722.841808740836
0.22448979591836732,-0.5,2765.455202953942
0.22959183673469385,-0.5,2808.5890104335813
0.2346938775510204,-0.5,2852.247506378665
0.23979591836734693,-0.5,2896.434983578531
0.24489795918367346,-0.5,2941.1557524129425
0.25,-0.5,2986.414140852096
0.0,-0.4897959183673469,1352.022682975131
0.00510204081632653,-0.4897959183673469,1376.543452093618
0.01020408163265306,-0.4897959183673469,1401.4246500478603
0.015306122448979591,-0.4897959183673469,1426.66986746079
0.02040816326530612,-0.4897959183673469,1452.2827129047546
0.02551020408163265,-0.4897959183673469,1478.2668129015196
0.030612244897959183,-0.4897959183673469,1504.6258119222703
0.03571428571428571,-0.4897959183673469,1531.3633723876055
0.04081632653061224,-0.4897959183673469,1558.4831746675413
0.04591836734693877,-0.4897959183673469,1585.9889170815131
0.0510204081632653,-0.4897959183673469,1613.8843158983718
0.05612244897959183,-0.4897959183673469,1642.1731053363858
0.061224489795918366,-0.4897959183673469,1670.8590375632425
0.06632653061224489,-0.4897959183673469,1699.9458826960404
0.07142857142857142,-0.4897959183673469,1729.4374288013018
0.07653061224489795,-0.4897959183673469,1759.3374818949628
0.08163265306122448,-0.4897959183673469,1789.6498659423792
0.08673469387755102,-0.4897959183673469,1820.378422858318
0.09183673469387754,-0.4897959183673469,1851.5270125069687
0.09693877551020408,-0.4897959183673469,1883.0995127019378
0.1020408163265306,-0.4897959183673469,1915.099819206246
0.10714285714285714,-0.4897959183673469,1947.531845732334
0.11224489795918366,-0.4897959183673469,1980.3995239420558
0.1173469387755102,-0.4897959183673469,2013.7068034466856
0.12244897959183673,-0.4897959183673469,2047.4576518069136
0.12755102040816327,-0.4897959183673469,2081.6560545328502
0.13265306122448978,-0.4897959183673469,2116.3060150840156
0.1377551020408163,-0.4897959183673469,2151.4115548693535
0.14285714285714285,-0.4897959183673469,2186.9767132472216
0.14795918367346939,-0.4897959183673469,2223.0055475253994
0.1530612244897959,-0.4897959183673469,2259.502132961075
0.15816326530612243,-0.4897959183673469,2296.470562760861
0.16326530612244897,-0.4897959183673469,2333.914948080784
0.1683673469387755,-0.4897959183673469,2371.839418026289
0.17346938775510204,-0.4897959183673469,2410.248119652236
0.17857142857142855,-0.4897959183673469,2449.1452179629027
0.18367346938775508,-0.4897959183673469,2488.5348959119856
0.18877551020408162,-0.4897959183673469,2528.421354402598
0.19387755102040816,-0.4897959183673469,2568.808812287267
